"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2000","2000",232566,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2001","2001",231512,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2002","2002",296221,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2003","2003",309661,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2004","2004",315135,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2005","2005",321159,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2006","2006",326170,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2007","2007",332794,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2008","2008",341431,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2009","2009",348499,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2010","2010",354910,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2011","2011",360572,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2012","2012",365422,,
"CAN","Canada","TNBN","Total number of nurses","TOT","Total","2013","2013",375768,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2000","2000",213964,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2001","2001",213707,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2002","2002",261825,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2003","2003",273259,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2004","2004",277490,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2005","2005",281829,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2006","2006",285460,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2007","2007",308100,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2008","2008",316592,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2009","2009",322414,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",327409,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",333045,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",337563,,
"CAN","Canada","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",345156,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2000","2000",14187,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2001","2001",15661,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2002","2002",17223,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2003","2003",19065,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2004","2004",19822,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2005","2005",20735,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2006","2006",21445,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2007","2007",21991,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2008","2008",23772,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2009","2009",24194,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",25637,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",25656,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",25035,,
"CAN","Canada","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",28330,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2000","2000",6.1,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2001","2001",6.765,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2002","2002",5.814,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2003","2003",6.157,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2004","2004",6.29,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2005","2005",6.456,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2006","2006",6.575,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2007","2007",6.608,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2008","2008",6.962,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2009","2009",6.942,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2010","2010",7.224,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2011","2011",7.115,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2012","2012",6.851,,
"CAN","Canada","SFTN","% of foreign-trained nurses","TOT","Total","2013","2013",7.539,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2000","2000",649,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2001","2001",1094,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2002","2002",2528,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2003","2003",2084,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2004","2004",2016,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2005","2005",2076,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2006","2006",1743,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2007","2007",1431,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2008","2008",1903,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2009","2009",2246,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",2319,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",1954,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",1932,,
"CAN","Canada","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",2648,,
"CZE","Czech Republic","TNBD","Total number of doctors","TOT","Total","2000","2000",43765,,
"CZE","Czech Republic","TNBD","Total number of doctors","TOT","Total","2001","2001",43770,,
"CZE","Czech Republic","TNBD","Total number of doctors","TOT","Total","2002","2002",43772,,
"CZE","Czech Republic","TNBD","Total number of doctors","TOT","Total","2003","2003",43778,,
"CZE","Czech Republic","TNBD","Total number of doctors","TOT","Total","2004","2004",43808,,
"CZE","Czech Republic","TNBD","Total number of doctors","TOT","Total","2005","2005",43808,,
"CZE","Czech Republic","TNBD","Total number of doctors","TOT","Total","2006","2006",44064,,
"CZE","Czech Republic","TNBD","Total number of doctors","TOT","Total","2007","2007",43670,,
"CZE","Czech Republic","TNBD","Total number of doctors","TOT","Total","2008","2008",43280,,
"CZE","Czech Republic","TNBD","Total number of doctors","TOT","Total","2009","2009",42883,,
"CZE","Czech Republic","TNBD","Total number of doctors","TOT","Total","2010","2010",42614,,
"CZE","Czech Republic","TNBD","Total number of doctors","TOT","Total","2011","2011",42166,,
"CZE","Czech Republic","TNBD","Total number of doctors","TOT","Total","2012","2012",41582,,
"CZE","Czech Republic","TNBD","Total number of doctors","TOT","Total","2013","2013",42174,,
"CZE","Czech Republic","TNBD","Total number of doctors","TOT","Total","2014","2014",41671,,
"CZE","Czech Republic","DTRD","Domestically-trained doctors","TOT","Total","2000","2000",43186,,
"CZE","Czech Republic","DTRD","Domestically-trained doctors","TOT","Total","2001","2001",43118,,
"CZE","Czech Republic","DTRD","Domestically-trained doctors","TOT","Total","2002","2002",42902,,
"CZE","Czech Republic","DTRD","Domestically-trained doctors","TOT","Total","2003","2003",42557,,
"CZE","Czech Republic","DTRD","Domestically-trained doctors","TOT","Total","2004","2004",42353,,
"CZE","Czech Republic","DTRD","Domestically-trained doctors","TOT","Total","2005","2005",42166,,
"CZE","Czech Republic","DTRD","Domestically-trained doctors","TOT","Total","2006","2006",42320,,
"CZE","Czech Republic","DTRD","Domestically-trained doctors","TOT","Total","2007","2007",41865,,
"CZE","Czech Republic","DTRD","Domestically-trained doctors","TOT","Total","2008","2008",41464,,
"CZE","Czech Republic","DTRD","Domestically-trained doctors","TOT","Total","2009","2009",41042,,
"CZE","Czech Republic","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",40740,,
"CZE","Czech Republic","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",40182,,
"CZE","Czech Republic","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",39466,,
"CZE","Czech Republic","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",41015,,
"CZE","Czech Republic","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",40536,,
"CZE","Czech Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2000","2000",579,,
"CZE","Czech Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2001","2001",652,,
"CZE","Czech Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2002","2002",870,,
"CZE","Czech Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2003","2003",1221,,
"CZE","Czech Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2004","2004",1455,,
"CZE","Czech Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2005","2005",1642,,
"CZE","Czech Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2006","2006",1744,,
"CZE","Czech Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2007","2007",1805,,
"CZE","Czech Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2008","2008",1816,,
"CZE","Czech Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2009","2009",1841,,
"CZE","Czech Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",1874,,
"CZE","Czech Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",1984,,
"CZE","Czech Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",2116,,
"CZE","Czech Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",1159,"B","Break"
"CZE","Czech Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",1135,,
"CZE","Czech Republic","SFTD","% of foreign-trained doctors","TOT","Total","2000","2000",1.323,,
"CZE","Czech Republic","SFTD","% of foreign-trained doctors","TOT","Total","2001","2001",1.49,,
"CZE","Czech Republic","SFTD","% of foreign-trained doctors","TOT","Total","2002","2002",1.988,,
"CZE","Czech Republic","SFTD","% of foreign-trained doctors","TOT","Total","2003","2003",2.789,,
"CZE","Czech Republic","SFTD","% of foreign-trained doctors","TOT","Total","2004","2004",3.321,,
"CZE","Czech Republic","SFTD","% of foreign-trained doctors","TOT","Total","2005","2005",3.748,,
"CZE","Czech Republic","SFTD","% of foreign-trained doctors","TOT","Total","2006","2006",3.958,,
"CZE","Czech Republic","SFTD","% of foreign-trained doctors","TOT","Total","2007","2007",4.133,,
"CZE","Czech Republic","SFTD","% of foreign-trained doctors","TOT","Total","2008","2008",4.196,,
"CZE","Czech Republic","SFTD","% of foreign-trained doctors","TOT","Total","2009","2009",4.293,,
"CZE","Czech Republic","SFTD","% of foreign-trained doctors","TOT","Total","2010","2010",4.398,,
"CZE","Czech Republic","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",4.705,,
"CZE","Czech Republic","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",5.089,,
"CZE","Czech Republic","SFTD","% of foreign-trained doctors","TOT","Total","2013","2013",2.748,"B","Break"
"CZE","Czech Republic","SFTD","% of foreign-trained doctors","TOT","Total","2014","2014",2.724,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2000","2000",18,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2001","2001",78,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2002","2002",225,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2003","2003",347,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2004","2004",259,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2005","2005",237,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2006","2006",152,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2007","2007",133,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2008","2008",79,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2009","2009",95,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",103,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",158,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",195,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",210,,
"CZE","Czech Republic","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",221,,
"DNK","Denmark","TNBD","Total number of doctors","TOT","Total","2000","2000",15551,,
"DNK","Denmark","TNBD","Total number of doctors","TOT","Total","2001","2001",15715,,
"DNK","Denmark","TNBD","Total number of doctors","TOT","Total","2002","2002",16317,,
"DNK","Denmark","TNBD","Total number of doctors","TOT","Total","2003","2003",16604,,
"DNK","Denmark","TNBD","Total number of doctors","TOT","Total","2004","2004",17405,,
"DNK","Denmark","TNBD","Total number of doctors","TOT","Total","2005","2005",17932,,
"DNK","Denmark","TNBD","Total number of doctors","TOT","Total","2006","2006",18403,,
"DNK","Denmark","TNBD","Total number of doctors","TOT","Total","2007","2007",18577,,
"DNK","Denmark","TNBD","Total number of doctors","TOT","Total","2008","2008",19013,,
"DNK","Denmark","TNBD","Total number of doctors","TOT","Total","2009","2009",19331,,
"DNK","Denmark","TNBD","Total number of doctors","TOT","Total","2010","2010",19733,,
"DNK","Denmark","TNBD","Total number of doctors","TOT","Total","2011","2011",20030,,
"DNK","Denmark","TNBD","Total number of doctors","TOT","Total","2012","2012",20250,,
"DNK","Denmark","DTRD","Domestically-trained doctors","TOT","Total","2000","2000",14870,,
"DNK","Denmark","DTRD","Domestically-trained doctors","TOT","Total","2001","2001",15021,,
"DNK","Denmark","DTRD","Domestically-trained doctors","TOT","Total","2002","2002",15507,,
"DNK","Denmark","DTRD","Domestically-trained doctors","TOT","Total","2003","2003",15708,,
"DNK","Denmark","DTRD","Domestically-trained doctors","TOT","Total","2004","2004",16382,,
"DNK","Denmark","DTRD","Domestically-trained doctors","TOT","Total","2005","2005",16840,,
"DNK","Denmark","DTRD","Domestically-trained doctors","TOT","Total","2006","2006",17258,,
"DNK","Denmark","DTRD","Domestically-trained doctors","TOT","Total","2007","2007",17426,,
"DNK","Denmark","DTRD","Domestically-trained doctors","TOT","Total","2008","2008",17832,,
"DNK","Denmark","DTRD","Domestically-trained doctors","TOT","Total","2009","2009",18171,,
"DNK","Denmark","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",18575,,
"DNK","Denmark","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",18888,,
"DNK","Denmark","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",19123,,
"DNK","Denmark","FTDS","Foreign-trained doctors - Stock","TOT","Total","2000","2000",681,,
"DNK","Denmark","FTDS","Foreign-trained doctors - Stock","TOT","Total","2001","2001",694,,
"DNK","Denmark","FTDS","Foreign-trained doctors - Stock","TOT","Total","2002","2002",810,,
"DNK","Denmark","FTDS","Foreign-trained doctors - Stock","TOT","Total","2003","2003",896,,
"DNK","Denmark","FTDS","Foreign-trained doctors - Stock","TOT","Total","2004","2004",1023,,
"DNK","Denmark","FTDS","Foreign-trained doctors - Stock","TOT","Total","2005","2005",1092,,
